"subjectIDs","rho","lambda","mu","rhoSE","lambdaSE","muSE"
1,1.42528798161307,1.25282178538012,37.7480595553363,0.14998157618115,0.183735038441125,7.88945578327202
7,1.67198312568064,0.929953808209347,28.1965439220839,0.285415994328784,0.292524602917637,7.53878156497802
8,0.825832425319386,1.10012445314879,19.8545542411726,0.079637419698348,0.131334885425742,4.12798363880686
9,1.20908461757725,2.08895667027372,20.4462297273307,0.143913917791068,0.319713715034945,4.49356285405637
18,1.0673157364593,1.86827071249704,8.1698353260723,0.272639995608448,0.516508546163208,2.65972951989781
19,0.848941668057936,2.17105296267933,18.2709770296728,0.0885311422172026,0.241819958265981,4.18260145935233
22,0.733572951266003,2.60259308426908,28.2335566503539,0.0605666886462057,0.2457998739826,6.24977616883044
