"subjectIDs","rho","lambda","mu","rhoSE","lambdaSE","muSE"
1,1.42528825348603,1.25282114430817,37.7480655429286,0.149981652033298,0.183735033051223,7.88945766840988
7,1.6719833846264,0.92995433069062,28.1965520618129,0.285416095506306,0.292524662348474,7.53878514218793
8,0.825832211782357,1.10012455361995,19.8545158222239,0.0796374980321053,0.131335007251277,4.12797627065195
9,1.20908522801604,2.08895773162891,20.4462304406272,0.143914101190512,0.319714214257247,4.49356300720489
18,1.06731557683317,1.86827127847193,8.16983758400252,0.272639892941472,0.516508737324122,2.65973048255286
19,0.848942033519171,2.17105622129334,18.2709597023848,0.0885312461789068,0.241821110625779,4.18260208047549
